员工ID,工号,姓名,所属科室,拟岗位,年龄,性别,最高学历,行龄,司龄,近2年绩效平均分,近2年内绩效为B-及以下的次数,近2年内获得A+的次数,近2年内绩效为A及以上的次数,近1年病假天数,近1年事假天数,近2年牵头项目个数,近2年日均工时,组长/骨干标识,重点项目成员标识,敏捷角色（PO/SM）,内部项目支持（担任PM）,外部项目支持（担任PM）,产品经理-业务分析,产品经理-产品设计,近2年行外发表的论文、杂志的数量,近2年获得的部门级以上奖励、荣誉数量,近2年获得的部门级以上的最高荣誉名称,年度部门内分享/培训次数（作为培训者）,年度部门外培训次数（作为培训者）,年度部门外培训次数（作为被培训者）,年度部门内分享/培训次数（作为被培训者）,近2年带教的实习生数量,近2年带教的校招新行员的数量,近2年带教的实习生转正数量,近2年带教的校招新行员转正成绩为A的数量,近3个月查看知识库会议纪要次数,当年资质证书获取情况,数据分析师-数据分析工具运用能力,数据分析师-算法模型开发能力,数据分析师-营销运营能力,数据研发师-SQL开发,数据研发师-数据模型设计,数据研发师-业务理解,应用研发-技术架构设计,应用研发-应用开发能力,AI算法工程师-数学与建模理论基础,AI算法工程师-编程与工程实现,学习能力,创新思维,任务拆解能力,领导力,团队合作,综合评价（A+、A、A-、B、B-）-直属上级,综合评价（A+、A、A-、B、B-）-同级同事,综合评价（A+、A、A-、B、B-）-下级（如有）,特长,兴趣爱好,_summary,所属分组,近期工作任务,手头项目,工作类型,应用领域,工作饱和度,科室周报联动,考试成绩,成绩等级,代码行数,迟到次数,月度加班时长,技能匹配度,经验丰富度,吃苦耐劳度,创新潜力
113,300113,蒋月雪,研发管理部,算法工程,24.4,男,本科,5.7,2.1,3.47,0,1,1,1,0,1,6.2,1,0,0,0,0,1,0,0,0,无,1,0,0,2,1,1,1,0,18,是,3,1,3,2,4,2,5,3,3,2,4,5,3,3,5,A,A-,A-,数学,跑步,蒋月雪（研发管理部/算法工程） | 男，24.4岁，本科，行龄5.7年 | 绩效3.47分，日均工时6.2h，牵头项目1个 | 角色：组长/骨干 | 最强技能：技术架构设计(5分)、数据模型设计(4分)、数据分析工具运用能力(3分) | 软技能：创新思维5分/团队合作5分/学习能力4分 | 360评价：上级A/同级A- | 岗位匹配：低-错配风险(技能均分2.5) | 分组：管理信息组 | 工作类型：开发（含模型、应用、数仓等）/数据分析/项目管理（含外包管理） | 饱和度：70.6%(正常) | 手头项目：尽调报告智能体、数据脱敏工具日常运维与功能迭代,标准质量组,"[""冷热分离工具NLP模型部署，完成任务调度模块的推理性能优化"", ""尽调报告助手RAG检索链路开发，完成API网关模块的向量数据库接入"", ""参与流水鉴真场景大模型应用POC，完成数据接入层的场景验证"", ""AI创意比赛算法方案评审，输出任务调度模块的技术可行性分析""]","[""尽调报告智能体"", ""数据脱敏工具日常运维与功能迭代""]","[""开发（含模型、应用、数仓等）"", ""数据分析"", ""项目管理（含外包管理）""]","[""零售客户关系管理"", ""Hadoop集群""]","{""总体饱和度"": 70.6, ""开发/实施占比"": 40.6, ""会议沟通占比"": 12.0, ""文档撰写占比"": 7.8, ""学习提升占比"": 39.5, ""负荷等级"": ""正常""}",,78,良好,9573,2,21.1,89,66,93,73
114,300114,刘墨河,数据平台部,数据研发,27.5,男,博士,3.7,4.7,3.29,0,0,2,5,0,1,8.1,1,0,0,0,0,0,0,0,1,金雁奖,0,0,1,0,0,1,0,0,12,否,1,3,3,3,5,4,5,3,5,3,4,3,2,2,1,B-,B,A-,培训,游泳,刘墨河（数据平台部/数据研发） | 男，27.5岁，博士，行龄3.7年 | 绩效3.29分，日均工时8.1h，牵头项目1个 | 角色：组长/骨干 | 最强技能：数据模型设计(5分)、技术架构设计(5分)、数学与建模理论基础(5分) | 软技能：学习能力4分/创新思维3分/任务拆解能力2分 | 360评价：上级B-/同级B | 岗位匹配：高(技能均分4.0) | 分组：测试管理组 | 工作类型：开发（含模型、应用、数仓等）/数据治理/测试 | 饱和度：99.0%(高负荷) | 手头项目：East数据质量AI分析、知识库问答系统日常运维与功能迭代,运维支持组,"[""实时数据集群SQL性能调优，解决推理服务层慢查询问题"", ""尽调报告助手SQL性能调优，解决前端展示层慢查询问题"", ""AI手机银行数据接口开发，完成向量检索模块的API联调与测试""]","[""East数据质量AI分析"", ""知识库问答系统日常运维与功能迭代""]","[""开发（含模型、应用、数仓等）"", ""数据治理"", ""测试""]","[""实时开发平台"", ""智能数据血缘分析工具""]","{""总体饱和度"": 99.0, ""开发/实施占比"": 53.2, ""会议沟通占比"": 10.0, ""文档撰写占比"": 13.7, ""学习提升占比"": 23.1, ""负荷等级"": ""高负荷""}",,98,优秀,6521,0,22.0,65,61,66,73
115,300115,谢杰明,数据平台部,数据研发,28.7,男,硕士,2.4,0.5,3.61,1,1,1,4,0,1,8.7,0,0,0,0,0,0,0,0,0,无,1,0,0,2,1,1,0,1,21,否,2,4,2,2,5,3,3,2,4,5,3,2,2,3,2,B+,B-,B+,沟通,游戏,谢杰明（数据平台部/数据研发） | 男，28.7岁，硕士，行龄2.4年 | 绩效3.61分，日均工时8.7h，牵头项目1个 | 最强技能：数据模型设计(5分)、编程与工程实现(5分)、算法模型开发能力(4分) | 软技能：学习能力3分/领导力3分/创新思维2分 | 360评价：上级B+/同级B- | 岗位匹配：中(技能均分3.3) | 分组：应用开发组 | 工作类型：开发（含模型、应用、数仓等）/数据治理/测试 | 饱和度：89.1%(饱和) | 手头项目：East数据质量AI分析、综合监管报送日常运维与功能迭代,数据服务组,"[""会话式人工智能服务历史数据迁移，完成知识图谱模块的数据校验与比对"", ""智能问数助手数据模型设计与开发，完成报表生成模块的ETL流程优化"", ""智能问数助手数据质量检核规则配置，修复向量检索模块数据异常"", ""金牌催收员数据质量检核规则配置，修复模型训练层数据异常""]","[""East数据质量AI分析"", ""综合监管报送日常运维与功能迭代""]","[""开发（含模型、应用、数仓等）"", ""数据治理"", ""测试""]","[""统一调度平台""]","{""总体饱和度"": 89.1, ""开发/实施占比"": 68.7, ""会议沟通占比"": 20.0, ""文档撰写占比"": 10.1, ""学习提升占比"": 1.2, ""负荷等级"": ""饱和""}",,78,良好,5705,2,10.7,86,49,81,60
116,300116,戴青明,数据平台部,应用研发,29.0,男,硕士,3.5,3.7,3.14,1,0,0,2,1,0,8.2,0,1,0,0,0,0,1,1,1,银雁奖,2,2,0,4,1,1,0,0,30,是,3,3,4,5,5,3,1,4,3,3,3,2,2,3,1,A+,A+,B-,设计,音乐,戴青明（数据平台部/应用研发） | 男，29.0岁，硕士，行龄3.5年 | 绩效3.14分，日均工时8.2h，牵头项目0个 | 角色：重点项目成员 | 最强技能：SQL开发(5分)、数据模型设计(5分)、营销运营能力(4分) | 软技能：学习能力3分/领导力3分/创新思维2分 | 360评价：上级A+/同级A+ | 岗位匹配：低-错配风险(技能均分2.5) | 分组：标准质量组 | 工作类型：开发（含模型、应用、数仓等）/测试/生产运维 | 饱和度：87.4%(饱和) | 手头项目：长文本智能分析、联机服务集群日常运维与功能迭代,工具开发组,"[""客户经理超级工作台性能优化，完成数据接入层的并发处理能力提升"", ""零售客户关系管理安全漏洞修复，完成报表生成模块的代码审计与加固"", ""会话式人工智能服务安全漏洞修复，完成监控告警模块的代码审计与加固"", ""反电诈管理系统性能优化，完成数据清洗模块的并发处理能力提升""]","[""长文本智能分析"", ""联机服务集群日常运维与功能迭代""]","[""开发（含模型、应用、数仓等）"", ""测试"", ""生产运维""]","[""智能外呼分析"", ""AI手机银行""]","{""总体饱和度"": 87.4, ""开发/实施占比"": 46.4, ""会议沟通占比"": 21.9, ""文档撰写占比"": 10.7, ""学习提升占比"": 21.0, ""负荷等级"": ""饱和""}",,67,及格,12364,3,18.9,51,99,70,92
117,300117,吴溪,信息管理部,数据研发,36.7,男,本科,0.2,4.3,2.96,2,0,1,4,2,2,8.0,0,1,0,0,0,0,0,0,0,无,1,0,0,2,0,0,0,0,22,是,5,2,4,4,1,3,2,3,2,3,5,4,4,3,3,A-,A,A+,沟通,摄影,吴溪（信息管理部/数据研发） | 男，36.7岁，本科，行龄0.2年 | 绩效2.96分，日均工时8.0h，牵头项目2个 | 角色：重点项目成员 | 最强技能：数据分析工具运用能力(5分)、营销运营能力(4分)、SQL开发(4分) | 软技能：学习能力5分/创新思维4分/任务拆解能力4分 | 360评价：上级A-/同级A | 岗位匹配：低-错配风险(技能均分2.7) | 分组：项目管理团队 | 工作类型：开发（含模型、应用、数仓等）/测试/数据治理 | 饱和度：84.4%(正常) | 手头项目：司库系统建设、智能尽调助手日常运维与功能迭代,服务支持组,"[""冷热分离工具数据模型设计与开发，完成日志审计模块的ETL流程优化"", ""DWS数据集群实时数据链路开发，完成缓存层的流式计算任务"", ""流水鉴真系统数据接口开发，完成知识图谱模块的API联调与测试"", ""流水鉴真系统数仓分层建设，完成Prompt管理模块的数据接入与清洗"", ""客户经理超级工作台数据接口开发，完成缓存层的API联调与测试""]","[""司库系统建设"", ""智能尽调助手日常运维与功能迭代""]","[""开发（含模型、应用、数仓等）"", ""测试"", ""数据治理""]","[""Hadoop数据仓库"", ""Kafka消息集群""]","{""总体饱和度"": 84.4, ""开发/实施占比"": 42.4, ""会议沟通占比"": 18.6, ""文档撰写占比"": 5.5, ""学习提升占比"": 33.5, ""负荷等级"": ""正常""}",,52,不及格,5708,2,34.8,95,58,78,74
118,300118,姚木木,数据开发部,数据研发,33.2,女,本科,4.0,5.5,3.82,1,0,1,1,1,0,6.8,0,1,0,1,0,1,0,1,1,优秀导师,2,0,0,3,2,2,0,0,21,是,4,3,1,3,4,4,4,1,3,2,3,3,4,4,5,B+,A-,A-,数据分析,烹饪,姚木木（数据开发部/数据研发） | 女，33.2岁，本科，行龄4.0年 | 绩效3.82分，日均工时6.8h，牵头项目0个 | 角色：重点项目成员、内部PM | 最强技能：数据分析工具运用能力(4分)、数据模型设计(4分)、技术架构设计(4分) | 软技能：团队合作5分/任务拆解能力4分/领导力4分 | 360评价：上级B+/同级A- | 岗位匹配：中(技能均分3.7) | 分组：管理信息组 | 工作类型：开发（含模型、应用、数仓等）/数据治理/测试 | 饱和度：66.8%(偏低) | 手头项目：极客大赛、智能问数二期、East数据质量AI分析、综合监管报送日常运维与功能迭代,需求接入组,"[""联机服务集群实时数据链路开发，完成监控告警模块的流式计算任务"", ""知识库问答系统历史数据迁移，完成Prompt管理模块的数据校验与比对"", ""统一调度平台数据模型设计与开发，完成Prompt管理模块的ETL流程优化""]","[""极客大赛"", ""智能问数二期"", ""East数据质量AI分析"", ""综合监管报送日常运维与功能迭代""]","[""开发（含模型、应用、数仓等）"", ""数据治理"", ""测试""]","[""数据采集工具""]","{""总体饱和度"": 66.8, ""开发/实施占比"": 65.2, ""会议沟通占比"": 24.1, ""文档撰写占比"": 6.7, ""学习提升占比"": 4.0, ""负荷等级"": ""偏低""}",,75,良好,5798,1,13.3,74,91,80,62
119,300119,陆达欢,数据治理部,数据研发,25.1,男,本科,1.1,1.8,3.82,0,0,1,1,0,0,8.3,1,0,0,0,0,0,1,0,0,无,1,0,0,0,1,0,0,1,22,否,2,4,3,4,4,3,1,3,4,3,3,4,3,4,3,A+,A-,B+,项目管理,旅游,陆达欢（数据治理部/数据研发） | 男，25.1岁，本科，行龄1.1年 | 绩效3.82分，日均工时8.3h，牵头项目0个 | 角色：组长/骨干 | 最强技能：算法模型开发能力(4分)、SQL开发(4分)、数据模型设计(4分) | 软技能：创新思维4分/领导力4分/学习能力3分 | 360评价：上级A+/同级A- | 岗位匹配：中(技能均分3.7) | 分组：对公应用组 | 工作类型：开发（含模型、应用、数仓等）/测试/数据治理 | 饱和度：96.2%(高负荷) | 手头项目：长文本智能分析、AI创意比赛、离线数据开发日常运维与功能迭代,标准质量组,"[""信贷场景MVP数据接口开发，完成特征工程模块的API联调与测试"", ""大模型智能体数据质量检核规则配置，修复Prompt管理模块数据异常"", ""绿色金融业务管理数据模型设计与开发，完成消息队列模块的ETL流程优化""]","[""长文本智能分析"", ""AI创意比赛"", ""离线数据开发日常运维与功能迭代""]","[""开发（含模型、应用、数仓等）"", ""测试"", ""数据治理""]","[""客服助手"", ""智能问数助手""]","{""总体饱和度"": 96.2, ""开发/实施占比"": 48.3, ""会议沟通占比"": 18.7, ""文档撰写占比"": 7.7, ""学习提升占比"": 25.2, ""负荷等级"": ""高负荷""}",,81,良好,500,1,16.4,58,46,90,61
120,300120,赵军尘,信息管理部,数据分析,31.7,男,本科,0.4,3.9,3.12,3,1,0,1,1,0,7.3,0,1,0,0,0,1,0,1,1,金雁奖,0,0,1,2,1,2,1,1,21,否,2,3,3,1,2,3,3,4,3,2,3,4,2,2,2,B-,A-,B+,数据分析,烹饪,赵军尘（信息管理部/数据分析） | 男，31.7岁，本科，行龄0.4年 | 绩效3.12分，日均工时7.3h，牵头项目0个 | 角色：重点项目成员 | 最强技能：应用开发能力(4分)、算法模型开发能力(3分)、营销运营能力(3分) | 软技能：创新思维4分/学习能力3分/任务拆解能力2分 | 360评价：上级B-/同级A- | 岗位匹配：低-错配风险(技能均分2.7) | 分组：零售应用组 | 工作类型：数据分析/需求分析/开发（含模型、应用、数仓等） | 饱和度：66.4%(偏低) | 手头项目：智能工单场景、统一调度平台日常运维与功能迭代,管理信息组,"[""流水鉴真系统A/B测试方案设计，完成监控告警模块的效果评估"", ""长文本智能分析数据需求调研，输出用户权限模块分析结论"", ""实时开发平台业务指标体系建设，完成知识图谱模块的报表开发"", ""智能外呼分析数据需求调研，输出可视化组件分析结论""]","[""智能工单场景"", ""统一调度平台日常运维与功能迭代""]","[""数据分析"", ""需求分析"", ""开发（含模型、应用、数仓等）""]","[""智能外呼分析"", ""客服助手""]","{""总体饱和度"": 66.4, ""开发/实施占比"": 67.6, ""会议沟通占比"": 21.7, ""文档撰写占比"": 10.1, ""学习提升占比"": 0.6, ""负荷等级"": ""偏低""}",,72,良好,7812,1,24.8,76,46,87,61
121,300121,张军土,信息管理部,架构管理,32.9,男,本科,0.2,1.9,3.95,1,0,1,1,0,0,6.0,0,1,0,1,0,0,0,0,1,优秀导师,1,0,1,1,0,1,0,0,17,是,4,4,4,4,4,3,3,5,4,3,4,3,4,5,2,B,B-,B+,写作,游泳,张军土（信息管理部/架构管理） | 男，32.9岁，本科，行龄0.2年 | 绩效3.95分，日均工时6.0h，牵头项目0个 | 角色：重点项目成员、内部PM | 最强技能：应用开发能力(5分)、数据分析工具运用能力(4分)、算法模型开发能力(4分) | 软技能：领导力5分/学习能力4分/任务拆解能力4分 | 360评价：上级B/同级B- | 岗位匹配：高(技能均分4.0) | 分组：需求接入组 | 工作类型：架构设计/项目管理（含外包管理）/技术评审 | 饱和度：62.0%(偏低) | 手头项目：信用卡智能后督、智能工单场景、Hadoop数据仓库日常运维与功能迭代,服务管理组,"[""智能尽调助手安全架构评审，完成测试框架的合规性检查"", ""组织外搜接口采购技术分享，完成数据清洗模块的知识沉淀"", ""智能问数助手云原生架构规划，完成特征工程模块的容器化改造方案"", ""DWS数据集群技术架构设计，完成数据清洗模块的方案评审与优化""]","[""信用卡智能后督"", ""智能工单场景"", ""Hadoop数据仓库日常运维与功能迭代""]","[""架构设计"", ""项目管理（含外包管理）"", ""技术评审""]","[""DWS数据集群"", ""反电诈管理系统""]","{""总体饱和度"": 62.0, ""开发/实施占比"": 65.2, ""会议沟通占比"": 12.2, ""文档撰写占比"": 9.0, ""学习提升占比"": 13.6, ""负荷等级"": ""偏低""}",,56,不及格,6287,2,28.5,93,91,70,73
122,300122,廖磊志,数据开发部,需求分析,36.0,男,硕士,5.4,4.2,3.2,1,0,2,1,0,0,9.3,0,0,0,1,0,1,0,0,1,卓越贡献奖,1,0,0,3,0,0,0,1,24,否,4,3,3,3,4,4,4,3,5,3,3,2,3,4,2,A-,B,A+,编程,绘画,廖磊志（数据开发部/需求分析） | 男，36.0岁，硕士，行龄5.4年 | 绩效3.2分，日均工时9.3h，牵头项目0个 | 角色：内部PM | 最强技能：数学与建模理论基础(5分)、数据分析工具运用能力(4分)、数据模型设计(4分) | 软技能：领导力4分/学习能力3分/任务拆解能力3分 | 360评价：上级A-/同级B | 分组：对公应用组 | 工作类型：需求分析/数据分析/项目管理（含外包管理） | 饱和度：91.3%(饱和) | 手头项目：智能工单场景、AI创意比赛、对公信贷智能化、联机服务集群日常运维与功能迭代,需求接入组,"[""参与JSON转代码验证需求变更管理，完成监控告警模块的影响评估"", ""组织零小海信义贷技改业务培训，完成消息队列模块的操作手册编写"", ""统一调度平台业务需求调研，完成API网关模块的需求文档编写"", ""组织信雅达POC业务培训，完成指标计算模块的操作手册编写"", ""智能问数助手用户访谈与痛点分析，输出Prompt管理模块的需求规格说明书""]","[""智能工单场景"", ""AI创意比赛"", ""对公信贷智能化"", ""联机服务集群日常运维与功能迭代""]","[""需求分析"", ""数据分析"", ""项目管理（含外包管理）""]","[""智能问数助手"", ""公共智能体工作站""]","{""总体饱和度"": 91.3, ""开发/实施占比"": 52.8, ""会议沟通占比"": 10.0, ""文档撰写占比"": 6.4, ""学习提升占比"": 30.7, ""负荷等级"": ""饱和""}",,75,良好,6786,0,23.8,73,69,83,68
123,300123,崔白火,数据开发部,应用研发,38.2,女,硕士,1.9,2.0,3.63,0,0,0,4,0,0,9.1,1,0,0,1,0,0,0,1,0,无,0,1,0,2,1,2,1,1,22,是,4,2,2,4,2,4,2,3,4,5,3,1,4,3,3,B-,B+,A,沟通,阅读,崔白火（数据开发部/应用研发） | 女，38.2岁，硕士，行龄1.9年 | 绩效3.63分，日均工时9.1h，牵头项目0个 | 角色：组长/骨干、内部PM | 最强技能：编程与工程实现(5分)、数据分析工具运用能力(4分)、SQL开发(4分) | 软技能：任务拆解能力4分/学习能力3分/领导力3分 | 360评价：上级B-/同级B+ | 岗位匹配：低-错配风险(技能均分2.5) | 分组：对公应用组 | 工作类型：开发（含模型、应用、数仓等）/生产运维/测试 | 饱和度：106.1%(高负荷) | 手头项目：大模型客服技改、综合监管报送日常运维与功能迭代,模型设计组,"[""离线数据开发后端服务开发，完成向量检索模块的接口设计与实现"", ""信用风险监测预警安全漏洞修复，完成监控告警模块的代码审计与加固"", ""尽调报告助手安全漏洞修复，完成用户权限模块的代码审计与加固"", ""长文本智能分析技术方案设计，输出推理服务层的详细设计文档""]","[""大模型客服技改"", ""综合监管报送日常运维与功能迭代""]","[""开发（含模型、应用、数仓等）"", ""生产运维"", ""测试""]","[""大模型智能体"", ""智能尽调助手""]","{""总体饱和度"": 106.1, ""开发/实施占比"": 65.7, ""会议沟通占比"": 12.8, ""文档撰写占比"": 6.3, ""学习提升占比"": 15.2, ""负荷等级"": ""高负荷""}",,73,良好,7677,1,29.2,80,87,25,97
